;palabra;segmentacion
23157;nentuel;['nentu', 'el']
23158;kimwirifuel;['kim', 'wiri', 'fu', 'el']
23159;wirintukuafuel;['wiri', 'n', 'tuku', 'a', 'fu', 'el']
23160;adumafuel;['adum', 'a', 'fu', 'el']
23161;amulekeel;['amu', 'le', 'ke', 'el']
23162;kimafuel;['kim', 'a', 'fu', 'el']
23163;kimmanejael;['kim', 'maneja', 'el']
23164;lladküel;['lladkü', 'el']
23165;kuduel;['kudu', 'el']
23166;namuntuyawkefuel;['namun', 'tu', 'yaw', 'ke', 'fu', 'el']
23167;tukulkawael;['tuku', 'l', 'ka', 'w', 'a', 'el']
23168;kurintukungeel;['kuri', 'n', 'tuku', 'nge', 'el']
23169;femngechileweel;['femngechi', 'le', 'we', 'el']
23170;wilufküleel;['wiluf', 'küle', 'el']
23171;apoletuel;['apo', 'le', 'tu', 'el']
23172;inaramtuel;['ina', 'ramtu', 'el']
23173;entuafuel;['entu', 'a', 'fu', 'el']
23174;falel;['fal', 'el']
23175;ngoyllatungeel;['ngoylla', 'tu', 'nge', 'el']
23176;feypingerkeel;['fey', 'pi', 'nge', 'rke', 'el']
23177;eluafueel;['elu', 'a', 'fu', 'e', 'el']
23178;eluafuel;['elu', 'a', 'fu', 'el']
23179;nagkeel;['nag', 'ke', 'el']
23180;nentungetuael;['nentu', 'nge', 'tu', 'a', 'el']
23181;kangetuael;['ka', 'nge', 'tu', 'a', 'el']
23182;entungeel;['entu', 'nge', 'el']
23183;putokokerkeel;['putoko', 'ke', 'rke', 'el']
23184;angkael;['angk', 'a', 'el']
23185;afael;['af', 'a', 'el']
23186;ramtukael;['ramtu', 'ka', 'el']
23187;kurengeel;['kure', 'nge', 'el']
23188;katruntukuñmangeel;['katru', 'n', 'tuku', 'ñma', 'nge', 'el']
23189;fenteel;['fente', 'el']
23190;chumngechifuel;['chumngechi', 'fu', 'el']
23191;kureyawel;['kure', 'yaw', 'el']
23192;tukulelngeel;['tuku', 'lel', 'nge', 'el']
23193;konputuael;['kon', 'pu', 'tu', 'a', 'el']
23194;küpawiñoel;['küpa', 'wiño', 'el']
23195;küpaküdawtuleael;['küpa', 'küdaw', 'tu', 'le', 'a', 'el']
23196;porotokechileel;['poroto', 'kechi', 'le', 'el']
23197;angkümmekerkeel;['angk', 'üm', 'meke', 'rke', 'el']
23198;faleel;['fal', 'e', 'el']
23199;angkümkeel;['angk', 'üm', 'ke', 'el']
23200;femngechileel;['femngechi', 'le', 'el']
23201;ngenngepuel;['ngen', 'nge', 'pu', 'el']
23202;kiñewel;['kiñe', 'w', 'el']
23203;tukungekeel;['tuku', 'nge', 'ke', 'el']
23204;anükeel;['anü', 'ke', 'el']
23205;trafael;['traf', 'a', 'el']
23206;küpaküdawküleel;['küpa', 'küdaw', 'küle', 'el']
23207;küpayenieel;['küpa', 'ye', 'nie', 'el']
23208;yenieael;['ye', 'nie', 'a', 'el']
23209;layael;['la', 'ya', 'el']
23210;fantepuel;['fante', 'pu', 'el']
23211;ramtueel;['ramtu', 'e', 'el']
23212;küdawlepuel;['küdaw', 'le', 'pu', 'el']
23213;chummekeel;['chum', 'meke', 'el']
23214;dewmamekeel;['dewma', 'meke', 'el']
23215;cementangeel;['cementa', 'nge', 'el']
23216;anumngeael;['anu', 'm', 'nge', 'a', 'el']
23217;fuertengeel;['fuerte', 'nge', 'el']
23218;arengeel;['are', 'nge', 'el']
23219;mülepukeel;['müle', 'pu', 'ke', 'el']
23220;dewael;['dew', 'a', 'el']
23221;pingekunuel;['pi', 'nge', 'kunu', 'el']
23222;küpatuel;['küpa', 'tu', 'el']
23223;küpakimiel;['küpa', 'kim', 'i', 'el']
23224;dewmael;['dewma', 'el']
23225;adumel;['adum', 'el']
23226;tuwel;['tuw', 'el']
23227;katrungeael;['katru', 'nge', 'a', 'el']
23228;katrungeel;['katru', 'nge', 'el']
23229;kakeel;['ka', 'ke', 'el']
23230;yewael;['ye', 'w', 'a', 'el']
23231;ngillangeael;['ngilla', 'nge', 'a', 'el']
23232;ngutuael;['ngutu', 'a', 'el']
23233;ipael;['i', 'pa', 'el']
23234;ayiwel;['ayi', 'w', 'el']
23235;kellukeel;['kellu', 'ke', 'el']
23236;mapudungukeel;['mapudungu', 'ke', 'el']
23237;pikunuel;['pi', 'kunu', 'el']
23238;chumkunuael;['chum', 'kunu', 'a', 'el']
23239;kulpangeael;['kulpa', 'nge', 'a', 'el']
23240;kutrantukunuael;['kutran', 'tu', 'kunu', 'a', 'el']
23241;kutrantuael;['kutran', 'tu', 'a', 'el']
23242;perdeel;['perde', 'el']
23243;mapungetuel;['mapu', 'nge', 'tu', 'el']
23244;adumüwel;['adum', 'üw', 'el']
23245;acordaniekefuel;['acorda', 'nie', 'ke', 'fu', 'el']
23246;tuwkefuel;['tuw', 'ke', 'fu', 'el']
23247;mapuchedungukefuel;['mapuche', 'dungu', 'ke', 'fu', 'el']
23248;duamküleel;['duam', 'küle', 'el']
23249;nütramkakefuel;['nütramka', 'ke', 'fu', 'el']
23250;pichikeel;['pichi', 'ke', 'el']
23251;kimwingkadunguafuel;['kim', 'wingkadungu', 'a', 'fu', 'el']
23252;dirigentekunungeel;['dirigente', 'kunu', 'nge', 'el']
23253;viajeyawel;['viaje', 'ya', 'w', 'el']
23254;kimürpuel;['kimü', 'rpu', 'el']
23255;interesayael;['interesa', 'ya', 'el']
23256;kümekefuel;['küme', 'ke', 'fu', 'el']
23257;kimelkefuel;['kimel', 'ke', 'fu', 'el']
23258;basicongeel;['basico', 'nge', 'el']
23259;puwyeel;['puw', 'ye', 'el']
23260;ulelngekefuel;['ulel', 'nge', 'ke', 'fu', 'el']
23261;estudiael;['estudia', 'el']
23262;küdawleel;['küdaw', 'le', 'el']
23263;inteligentengeel;['inteligente', 'nge', 'el']
23264;ngillayael;['ngilla', 'ya', 'el']
23265;matetuael;['mate', 'tu', 'a', 'el']
23266;yafutukunuel;['yafutu', 'kunu', 'el']
23267;anuleel;['anu', 'le', 'el']
23268;ülkantuel;['ülkantu', 'el']
23269;ülkantukefuel;['ülkantu', 'ke', 'fu', 'el']
23270;ayukefuel;['ayu', 'ke', 'fu', 'el']
23271;allküel;['allkü', 'el']
23272;rulpangeel;['rulpa', 'nge', 'el']
23273;chiwudchiwudngeel;['chiwud', 'chiwud', 'nge', 'el']
23274;kantalekefuel;['kanta', 'le', 'ke', 'fu', 'el']
23275;aceptael;['acepta', 'el']
23276;miyawlkeel;['miyaw', 'l', 'ke', 'el']
23277;allküngeel;['allkü', 'nge', 'el']
23278;miyawleel;['miyaw', 'le', 'el']
23279;mülekerkefuel;['müle', 'ke', 'rke', 'fu', 'el']
23280;fülküleel;['fül', 'küle', 'el']
23281;konpael;['kon', 'pa', 'el']
23282;mawel;['maw', 'el']
23283;mawüael;['mawü', 'a', 'el']
23284;mekeel;['meke', 'el']
23285;montuael;['montu', 'a', 'el']
23286;feleael;['fele', 'a', 'el']
23287;apümngeael;['apü', 'm', 'nge', 'a', 'el']
23288;katruel;['katru', 'el']
23289;allkutulekefuel;['allkutu', 'le', 'ke', 'fu', 'el']
23290;pipiel;['pi', 'pi', 'el']
23291;mawüel;['mawü', 'el']
23292;kuruftukumawel;['kuruf', 'tuku', 'maw', 'el']
23293;amulekefuel;['amu', 'le', 'ke', 'fu', 'el']
23294;amukael;['amu', 'ka', 'el']
23295;acordatuel;['acorda', 'tu', 'el']
23296;kintuñmangeel;['kintu', 'ñma', 'nge', 'el']
23297;puraleel;['pura', 'le', 'el']
23298;pipurkeel;['pi', 'pu', 'rke', 'el']
23299;cerrael;['cerra', 'el']
23300;pirkeel;['pi', 'rke', 'el']
23301;wakeñküleel;['wakeñ', 'küle', 'el']
23302;ngümael;['ngüma', 'el']
23303;fülfülküleel;['fül', 'fül', 'küle', 'el']
23304;montuel;['montu', 'el']
23305;visitayawülkefuel;['visita', 'yaw', 'ül', 'ke', 'fu', 'el']
23306;aprendeel;['aprende', 'el']
23307;awkantuel;['awkantu', 'el']
23308;kudeel;['kude', 'el']
23309;lupümngekefuel;['lup', 'üm', 'nge', 'ke', 'fu', 'el']
23310;kurülekefuel;['kurü', 'le', 'ke', 'fu', 'el']
23311;kudewel;['kude', 'w', 'el']
23312;awarkudewel;['awar', 'kude', 'w', 'el']
23313;pipingekerkefuel;['pi', 'pi', 'nge', 'ke', 'rke', 'fu', 'el']
23314;chiwudkefuel;['chiwud', 'ke', 'fu', 'el']
23315;kurüngeel;['kurü', 'nge', 'el']
23316;pileel;['pi', 'le', 'el']
23317;ramtungeel;['ramtu', 'nge', 'el']
23318;katruñmangeel;['katru', 'ñma', 'nge', 'el']
23319;kümelkaletuel;['küme', 'l', 'ka', 'le', 'tu', 'el']
23320;mülepuel;['müle', 'pu', 'el']
23321;ngümakonküleel;['ngüma', 'kon', 'küle', 'el']
23322;kümeleel;['küme', 'le', 'el']
23323;kümelkaleel;['küme', 'l', 'ka', 'le', 'el']
23324;niepael;['nie', 'pa', 'el']
23325;katrupael;['katru', 'pa', 'el']
23326;katrukachupael;['katru', 'kachu', 'pa', 'el']
23327;katrukefuel;['katru', 'ke', 'fu', 'el']
23328;katrungekeel;['katru', 'nge', 'ke', 'el']
23329;atungeael;['atu', 'nge', 'a', 'el']
23330;konpayael;['kon', 'pa', 'ya', 'el']
23331;adngeael;['ad', 'nge', 'a', 'el']
23332;pepael;['pe', 'pa', 'el']
23333;wedapayafuel;['weda', 'pa', 'ya', 'fu', 'el']
23334;ipayafuel;['i', 'pa', 'ya', 'fu', 'el']
23335;utrufentumekeel;['utrufentu', 'meke', 'el']
23336;motrilekeel;['motri', 'le', 'ke', 'el']
23337;iyael;['i', 'ya', 'el']
23338;küdawküleel;['küdaw', 'küle', 'el']
23339;munulongkoleel;['munu', 'longko', 'le', 'el']
23340;takungeel;['taku', 'nge', 'el']
23341;wirarküleel;['wirar', 'küle', 'el']
23342;küpalleel;['küpal', 'le', 'el']
23343;konpatuel;['kon', 'pa', 'tu', 'el']
23344;küpalel;['küpal', 'el']
23345;chumkeel;['chum', 'ke', 'el']
23346;ingkakeel;['ingka', 'ke', 'el']
23347;kimelwel;['kimel', 'w', 'el']
23348;weshakelukiyawkeel;['weshakelu', 'kiyaw', 'ke', 'el']
23349;utruftungeel;['utruf', 'tu', 'nge', 'el']
23350;lufküleel;['luf', 'küle', 'el']
23351;wirarel;['wirar', 'el']
23352;wüneel;['wüne', 'el']
23353;papeltuael;['papel', 'tu', 'a', 'el']
23354;küpakonel;['küpa', 'kon', 'el']
23355;nguñelefuel;['nguñe', 'le', 'fu', 'el']
23356;iel;['i', 'el']
23357;newentuel;['newen', 'tu', 'el']
23358;kutrankawel;['kutrankaw', 'el']
23359;femngechilerkeel;['femngechi', 'le', 'rke', 'el']
23360;trawürumeel;['trawü', 'rume', 'el']
23361;kullingeel;['kulli', 'nge', 'el']
23362;küpayael;['küpa', 'ya', 'el']
23363;küdawpayael;['küdaw', 'pa', 'ya', 'el']
23364;dewmaiyael;['dewma', 'i', 'ya', 'el']
23365;rakiel;['raki', 'el']
23366;rupayael;['rupa', 'ya', 'el']
23367;feyngerkeel;['fey', 'nge', 'rke', 'el']
23368;weychael;['weycha', 'el']
23369;dewmapuel;['dewma', 'pu', 'el']
23370;weshakelutuleel;['weshakelu', 'tu', 'le', 'el']
23371;numuel;['numu', 'el']
23372;kutrankeel;['kutran', 'ke', 'el']
23373;perkankeel;['perkan', 'ke', 'el']
23374;fuel;['', 'fu', 'el']
23375;dungungeel;['dungu', 'nge', 'el']
23376;nungeel;['nu', 'nge', 'el']
23377;nentutuel;['nentu', 'tu', 'el']
23378;pinieel;['pi', 'nie', 'el']
23379;muntutuel;['muntu', 'tu', 'el']
23380;mongeleel;['monge', 'le', 'el']
23381;ngeafuel;['nge', 'a', 'fu', 'el']
23382;piael;['pi', 'a', 'el']
23383;tralkatukonpael;['tralkatu', 'kon', 'pa', 'el']
23384;langümafuel;['la', 'ngüma', 'fu', 'el']
23385;tralkael;['tralka', 'el']
23386;kewayael;['kewa', 'ya', 'el']
23387;llowdunguaeel;['llow', 'dungu', 'a', 'e', 'el']
23388;nütramkangekeel;['nütramka', 'nge', 'ke', 'el']
23389;kullikeel;['kulli', 'ke', 'el']
23390;kullingeael;['kulli', 'nge', 'a', 'el']
23391;kulliael;['kulli', 'a', 'el']
23392;nierkefuel;['nie', 'rke', 'fu', 'el']
23393;ngenngepael;['ngen', 'nge', 'pa', 'el']
23394;ngenngepatuel;['ngen', 'nge', 'pa', 'tu', 'el']
23395;lladkükeel;['lladkü', 'ke', 'el']
23396;privatizaleel;['privatiza', 'le', 'el']
23397;wedwedküleel;['wedwed', 'küle', 'el']
23398;rufngeel;['ruf', 'nge', 'el']
23399;feypipingeel;['fey', 'pi', 'pi', 'nge', 'el']
23400;kewamekeel;['kewa', 'meke', 'el']
23401;dewmarukafengeel;['dewma', 'ruka', 'fe', 'nge', 'el']
23402;kofkefengeel;['kofke', 'fe', 'nge', 'el']
23403;leputufengeel;['lepu', 'tu', 'fe', 'nge', 'el']
23404;nentuafuel;['nentu', 'a', 'fu', 'el']
23405;kellungeael;['kellu', 'nge', 'a', 'el']
23406;afkadiael;['afkadi', 'a', 'el']
23407;ayentungeael;['ayentu', 'nge', 'a', 'el']
23408;nütramkangeel;['nütramka', 'nge', 'el']
23409;entunieel;['entu', 'nie', 'el']
23410;yelmeel;['ye', 'l', 'me', 'el']
23411;kumentukeel;['kumentu', 'ke', 'el']
23412;ikefuel;['i', 'ke', 'fu', 'el']
23413;ingekefuel;['i', 'nge', 'ke', 'fu', 'el']
23414;yeniefuel;['ye', 'nie', 'fu', 'el']
23415;yeniekefuel;['ye', 'nie', 'ke', 'fu', 'el']
23416;chemkunungekefuel;['chem', 'kunu', 'nge', 'ke', 'fu', 'el']
23417;tukulelngekefuel;['tuku', 'lel', 'nge', 'ke', 'fu', 'el']
23418;llamkümkeel;['llamkü', 'm', 'ke', 'el']
23419;femngekefuel;['fem', 'nge', 'ke', 'fu', 'el']
23420;angümelngekefuel;['angüm', 'el', 'nge', 'ke', 'fu', 'el']
23421;famkunungeel;['fam', 'kunu', 'nge', 'el']
23422;adkünungeel;['ad', 'künu', 'nge', 'el']
23423;allkütuel;['allkü', 'tu', 'el']
23424;dewmakelefuel;['dewma', 'ke', 'le', 'fu', 'el']
23425;pepilkael;['pepi', 'l', 'ka', 'el']
23426;wingkadungukakefuel;['wingkadungu', 'ka', 'ke', 'fu', 'el']
23427;nentukefuel;['nentu', 'ke', 'fu', 'el']
23428;chillkael;['chillka', 'el']
23429;küdawtuel;['küdaw', 'tu', 'el']
23430;nütramkawel;['nütramka', 'w', 'el']
23431;longkotukuniekafuel;['longko', 'tuku', 'nie', 'ka', 'fu', 'el']
23432;dewmaiyaelel;['dewmaiyael', 'el']
23433;lawentuael;['lawen', 'tu', 'a', 'el']
23434;tukukeel;['tuku', 'ke', 'el']
23435;tukuniefuel;['tuku', 'nie', 'fu', 'el']
23436;wiriael;['wiri', 'a', 'el']
23437;küpaadumwluael;['küpa', 'adum', 'w', 'lu', 'a', 'el']
23438;adngetuafuel;['ad', 'nge', 'tu', 'a', 'fu', 'el']
23439;yewekülel;['yewe', 'kül', 'el']
23440;küpawiriel;['küpa', 'wiri', 'el']
23441;pifuel;['pi', 'fu', 'el']
23442;piaeel;['pi', 'a', 'e', 'el']
23443;tripaleel;['tripa', 'le', 'el']
23444;mongelkeel;['monge', 'l', 'ke', 'el']
23445;longkotukunieel;['longko', 'tuku', 'nie', 'el']
23446;chumkunuafuel;['chum', 'kunu', 'a', 'fu', 'el']
23447;tukufuel;['tuku', 'fu', 'el']
23448;chillkatukuael;['chillka', 'tuku', 'a', 'el']
23449;tuntungeel;['tun', 'tu', 'nge', 'el']
23450;pingekefel;['pi', 'nge', 'ke', 'f', 'el']
23451;dewmangeael;['dewma', 'nge', 'a', 'el']
23452;tukungeael;['tuku', 'nge', 'a', 'el']
23453;tukungekerkefuel;['tuku', 'nge', 'ke', 'rke', 'fu', 'el']
23454;chemngeael;['chem', 'nge', 'a', 'el']
23455;putokongeael;['putoko', 'nge', 'a', 'el']
23456;putokoael;['putoko', 'a', 'el']
23457;purakintukefuel;['pura', 'kintu', 'ke', 'fu', 'el']
23458;elel;['el', 'el']
23459;allküñmakefuel;['allkü', 'ñma', 'ke', 'fu', 'el']
23460;lawentuchefefuel;['lawen', 'tu', 'che', 'fe', 'fu', 'el']
23461;lawentuchefengeel;['lawen', 'tu', 'che', 'fe', 'nge', 'el']
23462;lawentuchengefuel;['lawen', 'tu', 'che', 'nge', 'fu', 'el']
23463;nguyuel;['nguyu', 'el']
23464;operangetuel;['opera', 'nge', 'tu', 'el']
23465;nawñmael;['naw', 'ñma', 'el']
23466;famngekefuel;['fam', 'nge', 'ke', 'fu', 'el']
23467;trapümngekefuel;['trap', 'üm', 'nge', 'ke', 'fu', 'el']
23468;trafümngekefuel;['traf', 'üm', 'nge', 'ke', 'fu', 'el']
23469;chemkülekefuel;['chem', 'küle', 'ke', 'fu', 'el']
23470;wemakechilekefuel;['wema', 'kechi', 'le', 'ke', 'fu', 'el']
23471;shampookechileel;['shampoo', 'kechi', 'le', 'el']
23472;masajengekefuel;['masaje', 'nge', 'ke', 'fu', 'el']
23473;nakümngekefuel;['nakü', 'm', 'nge', 'ke', 'fu', 'el']
23474;pidekefuel;['pide', 'ke', 'fu', 'el']
23475;kimniekefuel;['kim', 'nie', 'ke', 'fu', 'el']
23476;yemekefuel;['ye', 'meke', 'fu', 'el']
23477;ngillatumekefuel;['ngillatu', 'me', 'ke', 'fu', 'el']
23478;yemengekefuel;['ye', 'me', 'nge', 'ke', 'fu', 'el']
23479;kutranamunkeel;['kutra', 'namun', 'ke', 'el']
23480;tripalkeel;['tripa', 'l', 'ke', 'el']
23481;afkeel;['af', 'ke', 'el']
23482;nentungekeel;['nentu', 'nge', 'ke', 'el']
23483;anutukungekeel;['anu', 'tuku', 'nge', 'ke', 'el']
23484;chemngekeel;['chem', 'nge', 'ke', 'el']
23485;tallangetukeel;['talla', 'nge', 'tu', 'ke', 'el']
23486;adumuwel;['adumu', 'w', 'el']
23487;müleyekael;['müle', 'ye', 'ka', 'el']
23488;chemnieel;['chem', 'nie', 'el']
23489;püñeñngekeel;['püñeñ', 'nge', 'ke', 'el']
23490;llitungekeel;['llitu', 'nge', 'ke', 'el']
23491;putokolngeel;['putoko', 'l', 'nge', 'el']
23492;chemchiñmangekefuel;['chem', 'chi', 'ñma', 'nge', 'ke', 'fu', 'el']
23493;tukulngekeel;['tuku', 'l', 'nge', 'ke', 'el']
23494;kimniekeel;['kim', 'nie', 'ke', 'el']
23495;malukakeel;['malu', 'ka', 'ke', 'el']
23496;adkunukeel;['ad', 'kunu', 'ke', 'el']
23497;tukungeel;['tuku', 'nge', 'el']
23498;tukuael;['tuku', 'a', 'el']
23499;ayiwüel;['ayi', 'wü', 'el']
23500;küpakimnieel;['küpa', 'kim', 'nie', 'el']
23501;fendekeel;['fende', 'ke', 'el']
23502;küdawkechileel;['küdaw', 'kechi', 'le', 'el']
23503;dewmafuel;['dewma', 'fu', 'el']
23504;añoleel;['año', 'le', 'el']
23505;pütrüllefuel;['pütrü', 'lle', 'fu', 'el']
23506;pütrünlefuel;['pütrün', 'le', 'fu', 'el']
23507;opinael;['opina', 'el']
23508;kimelngeel;['kimel', 'nge', 'el']
23509;ayiel;['ayi', 'el']
23510;dunguafuel;['dungu', 'a', 'fu', 'el']
23511;pewmangeel;['pewmange', 'el']
23512;purayael;['pura', 'ya', 'el']
23513;adnieel;['ad', 'nie', 'el']
23514;chumleael;['chum', 'le', 'a', 'el']
23515;chumlerpuael;['chum', 'le', 'rpu', 'a', 'el']
23516;allkütukeel;['allkü', 'tu', 'ke', 'el']
23517;feypileel;['fey', 'pi', 'le', 'el']
23518;nentunieael;['nentu', 'nie', 'a', 'el']
23519;forrael;['forra', 'el']
23520;weftuel;['wef', 'tu', 'el']
23521;borrakeel;['borra', 'ke', 'el']
23522;borrangekeel;['borra', 'nge', 'ke', 'el']
23523;perdefuel;['perde', 'fu', 'el']
23524;lladkütuel;['lladkü', 'tu', 'el']
23525;lladkütumekeel;['lladkü', 'tu', 'meke', 'el']
23526;mülemülengepakeel;['müle', 'mü', 'le', 'nge', 'pa', 'ke', 'el']
23527;wechechengeel;['weche', 'che', 'nge', 'el']
23528;wiñokefuel;['wiño', 'ke', 'fu', 'el']
23529;mekekefuel;['meke', 'ke', 'fu', 'el']
23530;tocaeel;['toca', 'e', 'el']
23531;femngechingeael;['femngechi', 'nge', 'a', 'el']
23532;wedwedngekefuel;['wedwed', 'nge', 'ke', 'fu', 'el']
23533;kimngekefuel;['kim', 'nge', 'ke', 'fu', 'el']
23534;pilekefuel;['pi', 'le', 'ke', 'fu', 'el']
23535;mallmanngekefuel;['mallman', 'nge', 'ke', 'fu', 'el']
23536;tukutuwel;['tuku', 'tu', 'w', 'el']
23537;huasolekefuel;['huaso', 'le', 'ke', 'fu', 'el']
23538;traytrayyawkefuel;['tray', 'tray', 'yaw', 'ke', 'fu', 'el']
23539;humitatuel;['humita', 'tu', 'el']
23540;wingkawchefuel;['wingka', 'wche', 'fu', 'el']
23541;mallmallngekefuel;['mallmall', 'nge', 'ke', 'fu', 'el']
23542;mallmallngeel;['mallmall', 'nge', 'el']
23543;trariel;['trari', 'el']
23544;ayiwkefuel;['ayi', 'w', 'ke', 'fu', 'el']
23545;kintukefuel;['kintu', 'ke', 'fu', 'el']
23546;ketrakefuel;['ketra', 'ke', 'fu', 'el']
23547;willufkefuel;['willuf', 'ke', 'fu', 'el']
23548;trekael;['treka', 'el']
23549;yelmeeel;['ye', 'l', 'me', 'e', 'el']
23550;fendeel;['fende', 'el']
23551;femkellefuel;['fem', 'ke', 'lle', 'fu', 'el']
23552;famfamtuwkefuel;['fam', 'fam', 'tu', 'w', 'ke', 'fu', 'el']
23553;ngillametuel;['ngilla', 'me', 'tu', 'el']
23554;küdawtuael;['küdaw', 'tu', 'a', 'el']
23555;wilifñmael;['wilif', 'ñma', 'el']
23556;horael;['hora', 'el']
23557;wedwedkülekefuel;['wedwed', 'küle', 'ke', 'fu', 'el']
23558;pengeael;['pe', 'nge', 'a', 'el']
23559;sakiñngefuel;['sakiñ', 'nge', 'fu', 'el']
23560;kiñengefuel;['kiñe', 'nge', 'fu', 'el']
23561;weñekunuñmangeel;['weñe', 'kunu', 'ñma', 'nge', 'el']
23562;gastael;['gasta', 'el']
23563;arrendanieel;['arrenda', 'nie', 'el']
23564;weñeñmangeel;['weñe', 'ñma', 'nge', 'el']
23565;llamarumeel;['llama', 'rume', 'el']
23566;ngümangümangeel;['ngüma', 'ngüma', 'nge', 'el']
23567;nentuñmangeel;['nentu', 'ñma', 'nge', 'el']
23568;chamalltukefuel;['chamall', 'tu', 'ke', 'fu', 'el']
23569;piwkefuel;['pi', 'w', 'ke', 'fu', 'el']
23570;yeñmangeel;['ye', 'ñma', 'nge', 'el']
23571;füchachengeel;['fücha', 'che', 'nge', 'el']
23572;chemleel;['chem', 'le', 'el']
23573;awkantumekeel;['awkantu', 'meke', 'el']
23574;mülekafuel;['müle', 'ka', 'fu', 'el']
23575;mapudunguletuel;['mapudungu', 'le', 'tu', 'el']
23576;küpakimmapudunguael;['küpa', 'kim', 'mapudungu', 'a', 'el']
23577;chumleafel;['chum', 'le', 'a', 'f', 'el']
23578;tukutuluael;['tuku', 'tu', 'lu', 'a', 'el']
23579;kimeluwel;['kimelu', 'w', 'el']
23580;enfermerangeel;['enfermera', 'nge', 'el']
23581;ngeel;['nge', 'el']
23582;trapitukeel;['trapi', 'tu', 'ke', 'el']
23583;furirkeel;['furi', 'rke', 'el']
23584;fureel;['fure', 'el']
23585;adumael;['adum', 'a', 'el']
23586;pamulongkoleel;['pamu', 'longko', 'le', 'el']
23587;pamupiwkeleel;['pamupiwke', 'le', 'el']
23588;niefel;['nie', 'f', 'el']
23589;tripapael;['tripa', 'pa', 'el']
23590;utrufrupael;['utrufrupa', 'el']
23591;mongetuael;['monge', 'tu', 'a', 'el']
23592;nierkeel;['nie', 'rke', 'el']
23593;putokokeel;['putoko', 'ke', 'el']
23594;putokoel;['putoko', 'el']
23595;areel;['are', 'el']
23596;areleel;['are', 'le', 'el']
23597;pamuleel;['pamu', 'le', 'el']
23598;aluñmayael;['alu', 'ñma', 'ya', 'el']
23599;lawentuñmupayael;['lawen', 'tu', 'ñmu', 'pa', 'ya', 'el']
23600;ramtupayael;['ramtu', 'pa', 'ya', 'el']
23601;wemunentungeafuel;['wemunentu', 'nge', 'a', 'fu', 'el']
23602;mülepeel;['müle', 'pe', 'el']
23603;feypipiel;['fey', 'pi', 'pi', 'el']
23604;kutranleel;['kutran', 'le', 'el']
23605;umawpuel;['umaw', 'pu', 'el']
23606;wemunentungeel;['wemunentu', 'nge', 'el']
23607;amulefuel;['amu', 'le', 'fu', 'el']
23608;konfuel;['kon', 'fu', 'el']
23609;operael;['opera', 'el']
23610;kuydapatuel;['kuyda', 'pa', 'tu', 'el']
23611;kuydangeel;['kuyda', 'nge', 'el']
23612;kümelkayael;['küme', 'l', 'ka', 'ya', 'el']
23613;chüfüel;['chüfü', 'el']
23614;sondatuleel;['sonda', 'tu', 'le', 'el']
23615;estudiapatufuel;['estudia', 'pa', 'tu', 'fu', 'el']
23616;pemeael;['pe', 'me', 'a', 'el']
23617;müleputuel;['müle', 'pu', 'tu', 'el']
23618;küdawnawpuel;['küdaw', 'naw', 'pu', 'el']
23619;kümelkalepuel;['küme', 'l', 'ka', 'le', 'pu', 'el']
23620;tael;['ta', 'el']
23621;fantekeel;['fante', 'ke', 'el']
23622;akutufuel;['aku', 'tu', 'fu', 'el']
23623;küpatuael;['küpa', 'tu', 'a', 'el']
23624;kümekunuel;['küme', 'kunu', 'el']
23625;kisulekaafuel;['kisu', 'le', 'ka', 'a', 'fu', 'el']
23626;mütrümngekeel;['mütrüm', 'nge', 'ke', 'el']
23627;küdawkülekeel;['küdaw', 'küle', 'ke', 'el']
23628;kelluniengeel;['kellu', 'nie', 'nge', 'el']
23629;faltael;['falta', 'el']
23630;tukukafuel;['tuku', 'ka', 'fu', 'el']
23631;tonfunagngeel;['tonfu', 'nag', 'nge', 'el']
23632;angkünagmekeel;['angkü', 'nag', 'meke', 'el']
23633;felerkefuel;['fele', 'rke', 'fu', 'el']
23634;allkutuael;['allkutu', 'a', 'el']
23635;kimelkeel;['kimel', 'ke', 'el']
23636;ayikeel;['ayi', 'ke', 'el']
23637;profesorngeel;['profesor', 'nge', 'el']
23638;kimelfengeel;['kimelfe', 'nge', 'el']
23639;küpakimfuel;['küpa', 'kim', 'fu', 'el']
23640;profesormekekerkefuel;['profesor', 'meke', 'ke', 'rke', 'fu', 'el']
23641;educael;['educa', 'el']
23642;allkükefuel;['allkü', 'ke', 'fu', 'el']
23643;mapudunguleel;['mapudungu', 'le', 'el']
23644;tukungekefuel;['tuku', 'nge', 'ke', 'fu', 'el']
23645;enekechileel;['ene', 'kechi', 'le', 'el']
23646;wallpaleel;['wall', 'pa', 'le', 'el']
23647;nütramkaleel;['nütramka', 'le', 'el']
23648;yafutuel;['yafutu', 'el']
23649;ayikefuel;['ayi', 'ke', 'fu', 'el']
23650;explicakefuel;['explica', 'ke', 'fu', 'el']
23651;elukefuel;['elu', 'ke', 'fu', 'el']
23652;kimkefuel;['kim', 'ke', 'fu', 'el']
23653;adumkefuel;['adum', 'ke', 'fu', 'el']
23654;rulpakefuel;['rulpa', 'ke', 'fu', 'el']
23655;allküfuel;['allkü', 'fu', 'el']
23656;akukefuel;['aku', 'ke', 'fu', 'el']
23657;kimkeel;['kim', 'ke', 'el']
23658;escribingeel;['escribi', 'nge', 'el']
