;Palabra;Glosa
2350;nütramkapeeyu;nütramka-pe-e-yu
2351;rungi;rungi
2352;carabinero;carabinero
2353;ngkakey;ng-ka-ke-y
2354;adngetufilimün;ad-nge-tu-fi-li-mün
2355;kimwingkadungunolu;kim-wingkadungu-no-lu
2356;epew;epew
2357;kümelkalekaymi;küme-l-ka-le-ka-ymi
2358;manuel;manuel
2359;yenolmi;ye-no-l-mi
2360;mülekefulu;müle-ke-fu-lu
2361;niey;nie-y-
2362;lladkükülmün;lladkü-kül-mün
2363;kewaenew;kewa-e-n-ew
2364;dewmayael;dewma-ya-el
2365;burito;burito
2366;küna;küna
2367;chefuy;che-fu-y
2368;küpakimlay;küpa-kim-la-y
2369;kümen;küme-n
2370;nguyun;nguyu-n
2371;afkülekey;af-küle-ke-y
2372;feyentukeiñ;feyentu-ke-iñ
2373;longkoafiiñ;longko-a-fi-iñ
2374;nieaymi;nie-a-ymi
2375;lufküley;luf-küle-y
2376;ngoymanieafun;ngoyma-nie-a-fu-n
2377;perkeno;pe-rke-no
2378;amuley;amu-le-y
2379;guillermo;guillermo
2380;amukefuy;amu-ke-fu-y
2381;kimnoael;kim-no-a-el
2382;amukelay;amu-ke-la-y
2383;matetukeiñ;mate-tu-ke-iñ
2384;lipang;lipang
2385;ngillapayalu;ngilla-pa-ya-lu
2386;decia;decia
2387;kimpelay;kim-pe-la-y
2388;ngewelay;nge-we-la-y
2389;ngutuael;ngutu-a-el
2390;kullingekelaiñ;kulli-nge-ke-la-iñ
2391;putokolngey;putoko-l-nge-y
2392;elkeyu;el-ke-yu
2393;küpawiñoy;küpa-wiño-y
2394;illküyngün;illkü-y-ngün
2395;koylatuyelngey;koyla-tu-ye-l-nge-y
2396;fütangey;füta-nge-y
2397;miyawliyu;miyaw-li-yu
2398;tremi;trem-i
2399;putukechi;putu-ke-chi
2400;felerpulmi;fele-rpu-l-mi
2401;kimeltungele;kimel-tu-nge-l-e
2402;lelitukefuy;leli-tu-ke-fu-y
2403;pilepelayngün;pi-le-pe-la-y-ngün
2404;dios;dios
2405;ayeael;aye-a-el
2406;hermana;hermana
2407;jalea;jalea
2408;utrufnagay;utruf-nag-a-y
2409;mülekelay;müle-ke-la-y
2410;rupalu;rupa-lu
2411;wenüykafin;wenüy-ka-fi-n
2412;dungulaeyew;dungu-la-e-y-ew
2413;runrunkefuy;runrun-ke-fu-y
2414;de;de-
2415;afay;af-a-y
2416;alimentayafueyew;alimenta-ya-fu-e-y-ew
2417;illamenew;illam-e-n-ew
2418;angkümweshakeluwe;angk-üm-weshakelu-we
2419;yenieaiñ;ye-nie-a-iñ
2420;küdawkelay;küdaw-ke-la-y
2421;purrun;purru-n
2422;kimpun;kim-pu-n
2423;feyme;fey-me
2424;mekefiiñ;meke-fi-iñ
2425;puwtuafuyu;puw-tu-a-fu-yu
2426;justicia;justicia
2427;matetupelay;mate-tu-pe-la-y
2428;niey;nie-y
2429;cebolla;cebolla
2430;mallmallngeyngün;mallmall-nge-y-ngün
2431;entupape;entu-pa-pe
2432;leli;leli
2433;contestalaenew;contesta-la-e-n-ew
2434;mapu;mapu
2435;yawael;yaw-a-el
2436;chem;chem-
2437;carretera;carretera
2438;kellunolimew;kellu-no-l-i-mew
2439;tukulelngekefuy;tuku-lel-nge-ke-fu-y
2440;pikelay;pi-ke-la-y
2441;müday;müday
2442;pikefueyñmew;pi-ke-fu-e-yñ-mew
2443;ngelayay;nge-la-ya-y
2444;niele;nie-l-e
2445;chemkeiñ;chem-ke-iñ
2446;tukuenew;tuku-e-n-ew
2447;tuwlu;tuw-lu
2448;kewün;kewü-n
2449;kuchafotrakelu;kucha-fotra-ke-lu
2450;entufuel;entu-fu-el
2451;pemengey;pe-me-nge-y
2452;putokon;putoko-n
2453;marcelo;marcelo
2454;wirarwkey;wirar-w-ke-y
2455;parece;parece
2456;wakakamañkiyawi;waka-kamañ-kiyaw-i
2457;kimnon;kim-no-n
2458;dunguael;dungu-a-el
2459;nielafuymi;nie-la-fu-ymi
2460;pofreleay;pofre-le-a-y
2461;aunque;aunque
2462;gastay;gasta-y
2463;epu;epu
2464;allkükefuy;allkü-ke-fu-y
2465;trapumtukuniepelay;trapum-tuku-nie-pe-la-y
2466;rayen;rayen
2467;pafulpaful;-pa-fu-l-pa-fu-l
2468;wiñolu;wiño-lu
2469;ilokawün;ilo-ka-w-ün
2470;femngen;fem-nge-n
2471;ketro;ketro
2472;posta;posta
2473;yekefuy;ye-ke-fu-y
2474;chumngechifuel;chumngechi-fu-el
2475;pingelay;pi-nge-la-y
2476;purum;purum
2477;kimael;kim-a-el
2478;yenieel;ye-nie-el
2479;ayetukelayaymi;aye-tu-ke-la-ya-ymi
2480;amualu;amu-a-lu
2481;pamuley;pamu-le-y
2482;evangeliko;evangeliko
2483;ngewefulay;nge-we-fu-la-y
2484;pipurkey;pi-pu-rke-y
2485;trapial;trapial
2486;ngulalelmuiñ;ngula-lel-mu-iñ
2487;peñiyefiiñ;peñi-ye-fi-iñ
2488;akulaymi;aku-la-ymi
2489;ayikefuy;ayi-ke-fu-y
2490;kura;kura
2491;puwtun;puw-tu-n
2492;zapallo;zapallo
2493;katrungekey;katru-nge-ke-y
2494;wingkadungulelafuy;wingkadungu-le-la-fu-y
2495;ngillangekey;ngilla-nge-ke-y
2496;kimke;kim-ke
2497;ayiken;ayi-ke-n
2498;ngey;nge-y
2499;rakiduamkülen;rakiduam-küle-n
2500;yetumekey;ye-tu-meke-y
2501;illkülayafuymi;illkü-la-ya-fu-ymi
2502;mapudungungen;mapudungu-nge-n
2503;budinera;budinera
2504;niekan;nie-ka-n
2505;pino;pino
2506;vesicula;vesicula
2507;ramtulu;ramtu-lu
2508;utrukunungen;utru-kunu-nge-n
2509;lawentuchefefuy;lawen-tu-che-fe-fu-y
2510;tukungey;tuku-nge-y
2511;mamita;mamita
2512;yemenge;ye-me-nge
2513;presidente;presidente
2514;puwimi;puw-imi
2515;wedwedkülekefun;wedwed-küle-ke-fu-n
2516;ngillapañilwe;ngillapañilwe
2517;wichakefuy;wicha-ke-fu-y
2518;chum;chum
2519;tripael;tripa-el
2520;petun;pe-tu-n
2521;ayükülekeaymün;ayü-küle-ke-a-ymün
2522;arao;arao
2523;pikefingün;pi-ke-fi-ngün
2524;doctorngey;doctor-nge-y
2525;mülepan;müle-pa-n
2526;kisuletulan;kisu-le-tu-la-n
2527;mongeleiñ;monge-le-iñ
2528;respetangen;respeta-nge-n
2529;castigangekefuel;castiga-nge-ke-fu-el
2530;ngolliyawün;ngolli-ya-wün
2531;adkintun;adkintu-n
2532;dewmangeken;dewma-nge-ke-n
2533;wenche;wenche
2534;refalta;re-falta
2535;dunguleael;dungu-le-a-el
2536;küdawkeael;küdaw-ke-a-el
2537;peñi;peñi
2538;entungeafuymi;entu-nge-a-fu-ymi
2539;mapudungunoael;mapudungu-no-a-el
2540;konnoam;kon-no-a-m
2541;tukefiy;tu-ke-fi-y
2542;pital;pital
2543;willulen;willu-le-n
2544;kom;kom
2545;tunten;tunten
2546;dewmay;dewma-y
2547;entukefin;entu-ke-fi-n
2548;famnagi;fam-nag-i
2549;penieeyñmew;pe-nie-e-yñ-mew
2550;yeweafuy;yewe-a-fu-y
2551;kimeleleiñmew;kimel-el-e-iñ-mew
2552;pilekefuy;pi-le-ke-fu-y
2553;dungukelay;dungu-ke-la-y
2554;elias;elias
2555;inal;inal
2556;fulküley;ful-küle-y
2557;küpanolu;küpa-no-lu
2558;pingeymi;pi-nge-ymi
2559;ngümakefuiñ;ngüma-ke-fu-iñ
2560;üytungen;üy-tu-nge-n
2561;trapelakucha;trapelakucha
2562;ramtupaenew;ramtu-pa-e-n-ew
2563;mercedes;mercedes
2564;munulongkoley;munu-longko-le-y
2565;wenüyafiel;wenüy-a-fi-el
2566;konün;kon-ü-n
2567;ilongepale;ilo-nge-pa-l-e
2568;mongetuaymi;monge-tu-a-ymi
2569;nieafulmi;nie-a-fu-l-mi
2570;küpakimmapudunguay;küpa-kim-mapudungu-a-y
2571;pepikakefuy;pepi-ka-ke-fu-y
2572;kimelngelay;kimel-nge-la-y
2573;ülmenngey;ülmen-nge-y
2574;chumley;chum-le-y
2575;trafümngekefuy;traf-üm-nge-ke-fu-y
2576;ayentufiy;ayentu-fi-y
2577;wenuluwi;wenu-lu-w-i
2578;masatun;masatu-n
2579;despu;des-pu
2580;kofikeymi;kofi-ke-ymi
2581;kimtuan;kim-tu-a-n
2582;küpachi;küpa-chi
2583;kimmapudungulu;kim-mapudungu-lu
2584;niefuy;nie-fu-y
2585;wirartukulekeyngün;wirar-tuku-le-ke-y-ngün
2586;penieyñmew;pe-nie-yñ-mew
2587;mütrümpelu;mütrüm-pe-lu
2588;kewaken;kewa-ke-n
2589;teresa;teresa
2590;ayiwküley;ayi-w-küle-y
2591;pepiküdawlay;pepi-küdaw-la-y
2592;feypikey;fey-pi-ke-y
2593;wedwedkülelu;wedwed-küle-lu
2594;kuñiwtukülelay;kuñiw-tu-küle-la-y
2595;femay;fem-a-y
2596;miyawkefuy;miyaw-ke-fu-y
2597;tremülpafiel;trem-ül-pa-fi-el
2598;kelluwi;kellu-w-i
2599;dunguwkeiñ;dungu-w-ke-iñ
2600;amukatrukelafuiñ;amu-katru-ke-la-fu-iñ
2601;kümelkalekelay;küme-l-ka-le-ke-la-y
2602;gansu;gansu
2603;lafemi;la-fem-i
2604;chumimi;chum-imi
2605;borrakey;borra-ke-y
2606;mañumeyu;mañum-e-yu
2607;katan;kata-n
2608;küdawken;küdaw-ke-n
2609;serpiente;serpiente
2610;wingkawimün;wingka-w-imün
2611;feypiafin;fey-pi-a-fi-n
2612;kimelmapudunguy;kimel-mapudungu-y
2613;mapudunguael;mapudungu-a-el
2614;chengerkey;che-nge-rke-y
2615;kisutu;kisu-tu
2616;yemekefuy;ye-me-ke-fu-y
2617;mapudunguliñ;mapudungu-l-iñ
2618;nieyngün;nie-y-ngün
2619;ngekelafuy;nge-ke-la-fu-y
2620;chumalu;chum-a-lu
2621;ngillaiñ;ngilla-iñ
2622;ütrüwürkeyngün;ütrü-w-ürke-y-ngün
2623;ngenngepay;ngen-nge-pa-y
2624;ketrakefuy;ketra-ke-fu-y
2625;witraken;witra-ke-n
2626;mallokiñ;mallokiñ
2627;nielaymün;nie-la-ymün
2628;yewekefuy;yewe-ke-fu-y
2629;layayu;la-ya-yu
2630;pefiiñ;pe-fi-iñ
2631;müpüael;müpü-a-el
2632;mapudunguymi;mapudungu-ymi
2633;femnoliñ;fem-no-l-iñ
2634;yamfiy;yam-fi-y
2635;reñma;reñma
2636;akulu;aku-lu
2637;adumi;adum-i
2638;wentelaf;wentelaf
2639;chiwudchiwudngey;chiwud-chiwud-nge-y
2640;pi;pi
2641;wa;wa
2642;asado;asado
2643;dunguken;dungu-ke-n
2644;werküalmi;werkü-a-l-mi
2645;piwelay;pi-we-la-y
2646;ayimün;ayi-mün
2647;ilosanchu;ilo-sanchu
2648;amurumenole;amu-rume-no-l-e
2649;faw;faw
2650;pichiwentrulu;pichi-wentru-lu
2651;prueba;prueba
2652;nengümnengümngey;nengüm-nengüm-nge-y
2653;miyawley;miyaw-le-y
2654;kutrankawiñ;kutrankaw-iñ
2655;koñinolu;koñi-no-lu
2656;awarkude;awar-kude-
2657;wiya;-w-i-ya
2658;kimmapudunguay;kim-mapudungu-a-y
2659;mapudungukefuy;mapudungu-ke-fu-y
2660;epeke;epe-ke
2661;uyew;uyew
2662;küdawael;küdaw-a-el
2663;elngean;el-nge-a-n
2664;rakiduamleiñ;rakiduam-le-iñ
2665;doctorngenon;doctor-nge-no-n
2666;naykümey;nayküme-y
2667;portalu;porta-lu
2668;pentukualu;pentuku-a-lu
2669;grecia;grecia
2670;findesemana;findesemana
2671;küdawmeael;küdaw-me-a-el
2672;femnolimün;fem-no-li-mün
2673;kimkülpe;kim-kül-pe
2674;fachiantü;fachiantü
2675;hab;hab
2676;putokoael;putoko-a-el
2677;entukefuy;entu-ke-fu-y
2678;niekefuiñ;nie-ke-fu-iñ
2679;kutrankawn;kutrankaw-n
2680;wirin;wiri-n
2681;ñochikechi;ñochi-kechi
2682;niekelafun;nie-ke-la-fu-n
2683;pingefuy;pi-nge-fu-y
2684;feypiyawi;fey-pi-yaw-i
2685;inawkülewkefuyngün;ina-w-küle-w-ke-fu-y-ngün
2686;democraticamente;democraticamente
2687;kelluwingün;kellu-w-i-ngün
2688;hay;hay
2689;nienoam;nie-no-a-m
2690;chem;chem
2691;piaeyu;pi-a-e-yu
2692;repente;re-pe-n-t-e
2693;sinvoroso;sinvoroso
2694;llena;llena
2695;profesion;profesion
2696;chumay;chum-a-y
2697;ñami;ñam-i
2698;condena;condena
2699;zapatito;zapatito
2700;ramada;ramada
2701;kimelkeymi;kimel-ke-ymi
2702;ngapin;ngapi-n
2703;pilu;pi-lu
2704;castigangey;castiga-nge-y
2705;kisu;kisu
2706;weñewkelafuy;weñe-w-ke-la-fu-y
2707;adentuleael;adentu-le-a-el
2708;chillkatuken;chillkatu-ke-n
2709;kimülmi;kim-ül-mi
2710;tecnicamente;tecnicamente
2711;mongelean;monge-le-a-n
2712;añoley;año-le-y
2713;traytrayyawkefuy;tray-tray-yaw-ke-fu-y
2714;ngillatuwelay;ngillatu-we-la-y
2715;amatufin;amatu-fi-n
2716;küdawkefun;küdaw-ke-fu-n
2717;ngüneaymün;ngüne-a-ymün
2718;piluley;pilu-le-y
2719;ngülakefuy;ngüla-ke-fu-y
2720;meninge;meninge
2721;kellumean;kellu-me-a-n
2722;kümelkaleiñ;küme-l-ka-le-iñ
2723;nieelfuy;nie-el-fu-y
2724;puwtuy;puw-tu-y
2725;tapül;tapül
2726;elkeyngün;el-ke-y-ngün
2727;felekelafuy;fele-ke-la-fu-y
2728;igual;igual
2729;felix;felix
2730;wekufu;wekufu
2731;yiwiñ;yiwiñ
2732;kümelkaletuy;küme-l-ka-le-tu-y
2733;radio;radio
2734;koyam;koyam
2735;punengekefuy;pune-nge-ke-fu-y
2736;puwley;puw-le-y
2737;mapudungulay;mapudungu-la-y
2738;feypi;fey-pi
2739;küpawetulay;küpa-we-tu-la-y
2740;ngümakonküley;ngüma-kon-küle-y
2741;nakümngekefuy;nakü-m-nge-ke-fu-y
2742;kuchatuwe;kucha-tu-we
2743;kimniekefuy;kim-nie-ke-fu-y
2744;kimelaeyew;kimel-a-e-y-ew
2745;forray;forra-y
2746;yengekelafuy;ye-nge-ke-la-fu-y
2747;müchay;müchay
2748;küdaw;küdaw
2749;tripakelaiñ;tripa-ke-la-iñ
2750;mawida;mawida
2751;yewengün;yewe-ngün
2752;küpaküdawtuleay;küpa-küdaw-tu-le-a-y
2753;tafun;ta-fu-n
2754;lawentuñmupayael;lawen-tu-ñmu-pa-ya-el
2755;toñito;toñito
2756;eluafuy;elu-a-fu-y
2757;falilay;fali-la-y
2758;cerralu;cerra-lu
2759;yengeael;ye-nge-a-el
2760;puel;puel
2761;iyaeln;iyael-n
2762;nienoliñ;nie-no-l-iñ
2763;purrukeyngün;purru-ke-y-ngün
2764;ngillatuyawkey;ngillatu-yaw-ke-y
2765;ngillatukefuy;ngillatu-ke-fu-y
2766;metawe;metawe
2767;tralkatun;tralkatu-n
2768;famkunungey;fam-kunu-nge-y
2769;trurtukunon;trur-tuku-no-n
2770;kutrankeeyñmew;kutran-ke-e-yñ-mew
2771;dungumekele;dungu-meke-l-e
2772;llikamekey;llika-meke-y
2773;küpailotun;küpa-ilo-tu-n
2774;müleyngün;müle-y-ngün
2775;argentinongetukefuy;argentino-nge-tu-ke-fu-y
2776;feleken;fele-ke-n
2777;mapudungukelaymi;mapudungu-ke-la-ymi
2778;peymi;pe-ymi
2779;miñche;miñche
2780;ñuke;ñuke
2781;piwkeley;piwke-le-y
2782;adumün;adum-ün
2783;bura;bura
2784;apopape;apo-pa-pe
2785;ngillañmaetew;ngilla-ñma-e-t-ew
2786;agua;agua
2787;amukafuy;amu-ka-fu-y
2788;kantalekefuy;kanta-le-ke-fu-y
2789;juan;juan
2790;adumwi;adum-w-i
2791;fantewe;fante-we
2792;avion;avion
2793;kimelfiiñ;kimel-fi-iñ
2794;bernardo;bernardo
2795;che;che
2796;küllun;kül-lu-n
2797;rungalngey;rungal-nge-y
2798;kurü;kurü
2799;los;los
2800;pieyñmew;pi-e-yñ-mew
2801;profesor;profesor
2802;amulekafuy;amu-le-ka-fu-y
2803;kono;kono
2804;ngülamkakefin;ngülam-ka-ke-fi-n
2805;welu;welu-
2806;dewmakelayaymün;dewma-ke-la-ya-ymün
2807;adumafiiñ;adum-a-fi-iñ
2808;wimtulan;wim-tu-la-n
2809;müleken;müle-ke-n
2810;feypiay;fey-pi-a-y
2811;pifiyu;pi-fi-yu
2812;kuse;kuse
2813;embolino;embolino
2814;ta;ta
2815;katruntukuñmangey;katru-n-tuku-ñma-nge-y
2816;pilafuyngün;pi-la-fu-y-ngün
2817;tukuleyngün;tuku-le-y-ngün
2818;pingekelu;pi-nge-ke-lu
2819;ayu;a-yu
2820;nieay;nie-a-y
2821;chumleael;chum-le-a-el
2822;piperkelay;pi-pe-rke-la-y
2823;tiene;ti-e-n-e
2824;eymi;eymi
2825;elkunufimün;el-kunu-fi-mün
2826;iñchiñ;iñch-iñ
2827;perumen;pe-rume-n
2828;kolkopiwe;kolkopiwe
2829;kimaiñ;kim-a-iñ
2830;shampookechiley;shampoo-kechi-le-y
2831;amuy;amu-y
2832;privalu;priva-lu
2833;inaniey;ina-nie-y
2834;inaniekeyngün;ina-nie-ke-y-ngün
2835;purrüm;purrüm
2836;wentetu;wente-tu
2837;wedaley;weda-le-y
2838;pellkelepelayngün;pellke-le-pe-la-y-ngün
2839;entumekelafuy;entu-me-ke-la-fu-y
2840;llikakülnge;llika-kül-nge
2841;ülkantun;ülkantu-n
2842;pelontukerkefuy;pelon-tu-ke-rke-fu-y
2843;calzoncillotulen;calzoncillo-tu-le-n
2844;chumkakunukefuy;chum-ka-kunu-ke-fu-y
2845;nawpun;naw-pu-n
2846;chillkatun;chillkatu-n
2847;dewman;dewma-n
2848;kazuelaachawalltun;kazuelaachawall-tu-n
2849;pengeymi;pe-nge-ymi
2850;apoley;apo-le-y
2851;zurita;zurita
2852;lawentuael;lawen-tu-a-el
2853;puwn;puw-n
2854;amulele;amu-le-l-e
2855;kimwelaymi;kim-we-la-ymi
2856;kümeke;küme-ke
2857;kimpay;kim-pa-y
2858;elkunurpuy;el-kunu-rpu-y
2859;dungulan;dungu-la-n
2860;ooo;o-o-o
2861;mingako;mingako
2862;konay;kon-a-y
2863;ingkayael;ingka-ya-el
2864;nchiñ;nch-iñ
2865;doctorngen;doctor-nge-n
2866;ngüla;ngüla
2867;ernesto;ernesto
2868;llikay;llika-y
2869;adumfiñ;adum-fi-ñ
2870;mülekafuy;müle-ka-fu-y
2871;wakakamañkiyawlu;waka-kamañ-kiyaw-lu
2872;viejo;viejo
2873;wirari;wirar-i
2874;elungepe;elu-nge-pe
2875;fendekey;fende-ke-y
2876;fütra;fütra
2877;furirkey;furi-rke-y
2878;ngillatulu;ngillatu-lu
2879;achelelay;a-che-le-la-y
2880;chumael;chum-a-el
2881;tukulelfi;tuku-lel-fi
2882;misa;misa
2883;kümelkatuyngün;küme-l-ka-tu-y-ngün
2884;kudi;kudi
2885;mülepuy;müle-pu-y
2886;kimkefuy;kim-ke-fu-y
2887;eluafuen;elu-a-fu-e-n
2888;elngekefuy;el-nge-ke-fu-y
2889;entukelaafimün;entu-ke-la-a-fi-mün
2890;chumkunuy;chum-kunu-y
2891;neyfuy;ney-fu-y
2892;lafun;la-fu-n
2893;ngillatuaymi;ngillatu-a-ymi
2894;feypieyu;fey-pi-e-yu
2895;faneiñ;fane-iñ
2896;feyentuafun;feyentu-a-fu-n
2897;tukungekerkefuy;tuku-nge-ke-rke-fu-y
2898;añil;añil
2899;colocolongeyngün;colo-colo-nge-y-ngün
2900;wulngekefuy;wul-nge-ke-fu-y
2901;tripantu;tripa-ntu
2902;kelluy;kellu-y
2903;andrea;andrea
2904;fotra;fotra
2905;apoy;apo-y
2906;putukelafuy;putu-ke-la-fu-y
2907;clase;clase
2908;pikefiy;pi-ke-fi-y
2909;putokoaymi;putoko-a-ymi
2910;painemal;painemal
2911;tremüngekey;tremü-nge-ke-y
2912;pingekeyaymi;pi-nge-ke-ya-ymi
2913;kimelpalu;kimel-pa-lu
2914;f;f
2915;pengelay;pe-nge-la-y
2916;vesiculafuel;vesicula-fu-el
2917;mütrümkefin;mütrüm-ke-fi-n
2918;rakiduamliñ;rakiduam-l-iñ
2919;witrayael;witra-ya-el
2920;angkay;angk-a-y
2921;kuku;kuku
2922;küpaley;küpa-le-y
2923;wedalkaleiñ;weda-l-ka-le-iñ
2924;tuntungey;tun-tu-nge-y
2925;tremel;trem-el
2926;costilla;costilla
2927;yengekey;ye-nge-ke-y
2928;miguel;miguel
2929;ayentungean;ayentu-nge-a-n
2930;karukatulefuiñ;karukatu-le-fu-iñ
2931;kimpekelafuy;kim-pe-ke-la-fu-y
2932;kintupapeyu;kintu-pa-pe-yu
2933;piafiiñ;pi-a-fi-iñ
2934;dungupapen;dungu-pa-pe-n
2935;pepaymi;pe-pa-ymi
2936;ngillamengeken;ngilla-me-nge-ke-n
2937;feypingekefuy;fey-pi-nge-ke-fu-y
2938;perdon;perdon
2939;nawputulu;naw-pu-tu-lu
2940;pe;pe-
2941;mismo;mismo
2942;yaway;yaw-a-y
2943;parte;parte
2944;angkükey;angkü-ke-y
2945;purrukey;purru-ke-y
2946;witranpurami;witra-n-pura-m-i
2947;ingka;ingka
2948;amutumün;amu-tu-mün
2949;küdawkey;küdaw-ke-y
2950;llikalkayafiyu;llika-l-ka-ya-fi-yu
2951;may;may
2952;nawpayngün;naw-pa-y-ngün
2953;chillkatukey;chillkatu-ke-y
2954;küpange;küpa-nge
2955;ana;ana
2956;lupümngekefuy;lup-üm-nge-ke-fu-y
2957;niepan;nie-pa-n
2958;küpapen;küpa-pe-n
2959;wingkadungumün;wingkadungu-mün
2960;matita;matita
2961;kimfiyu;kim-fi-yu
2962;noe;noe
2963;dunguleiñ;dungu-le-iñ
2964;amutuyngün;amu-tu-y-ngün
2965;fendemekefuy;fende-meke-fu-y
2966;tukukeymi;tuku-ke-ymi
2967;kisuleken;kisu-le-ke-n
2968;kimn;kim-n
2969;lladkürumey;lladkü-rume-y
2970;antes;antes
2971;ayekan;ayeka-n
2972;examen;examen
2973;era;era
2974;niekelmün;nie-ke-l-mün
2975;poñü;poñü
2976;luna;luna
2977;allfülaael;allfü-la-a-el
2978;tripalkey;tripa-l-ke-y
2979;putulay;putu-la-y
2980;amuymi;amu-ymi
2981;nienolmi;nie-no-l-mi
2982;kimelaeyu;kimel-a-e-yu
2983;yelmen;ye-l-me-n
2984;wula;wula
2985;ilotukangeael;ilo-tu-ka-nge-a-el
2986;wawlutuyngün;wawlu-tu-y-ngün
2987;femnole;fem-no-l-e
2988;pobre;pobre
2989;felekerkey;fele-ke-rke-y
2990;kañpüle;kañ-püle
2991;kalekey;ka-le-ke-y
2992;enseñaenew;enseña-e-n-ew
2993;basicongey;basico-nge-y
2994;nentungekey;nentu-nge-ke-y
2995;tukun;tuku-n
2996;dewmakeymi;dewma-ke-ymi
2997;welulkawayu;welu-l-ka-w-a-yu
2998;dewma;dewma
2999;entuafuy;entu-a-fu-y
3000;temprano;temprano
3001;mekey;meke-y
3002;kimniefimi;kim-nie-fi-mi
3003;pünofingün;püno-fi-ngün
3004;fuerza;fuerza
3005;tungeael;tu-nge-a-el
3006;infantil;infantil
3007;duamküley;duam-küle-y
3008;ngülamkefueyñmew;ngülam-ke-fu-e-yñ-mew
3009;reyipen;reyi-pe-n
3010;konkelafuy;kon-ke-la-fu-y
3011;falde;falde
3012;porotokechiley;poroto-kechi-le-y
3013;estudian;estudia-n
3014;küwü;küwü
3015;füchali;fücha-l-i
3016;allkutukefin;allkutu-ke-fi-n
3017;niepaymi;nie-pa-ymi
3018;ketrayafiel;ketra-ya-fi-el
3019;ruf;ruf
3020;kay;kay
3021;puwi;puw-i
3022;miyawlafin;miyaw-la-fi-n
3023;fentrentu;fentren-tu
3024;ngeafuy;nge-a-fu-y
3025;uniwkülefuy;uniw-küle-fu-y
3026;kamisa;kamisa
3027;ina;ina
3028;piyawyngün;pi-yaw-y-ngün
3029;ül;ül
3030;fücha;fücha
3031;kümelkalay;küme-l-ka-la-y
3032;putokongeael;putoko-nge-a-el
3033;kutranküley;kutran-küle-y
3034;tremoel;tremo-el
3035;pobreleyngün;pobre-le-y-ngün
3036;mientras;mientras
3037;kimelfengeli;kimelfe-nge-l-i
3038;dunguchefengey;dungu-che-fe-nge-y
3039;pitrun;pitrun
3040;ngen;ngen
3041;preparao;preparao
3042;muntuñmangekey;muntu-ñma-nge-ke-y
3043;adumelngekefuiñ;adum-el-nge-ke-fu-iñ
3044;wingkaw;wingka-w
3045;viejita;viejita
3046;chemngeael;chem-nge-a-el
3047;tukukunuy;tuku-kunu-y
3048;kimingün;kim-i-ngün
3049;ngünelu;ngüne-lu
3050;dewmalan;dewma-la-n
3051;llikakey;llika-ke-y
3052;küdawam;küdaw-a-m
3053;pichikentu;pichi-ke-ntu
3054;yemekey;ye-meke-y
3055;biblia;biblia
3056;famyawlkefueyñmew;fam-yaw-l-ke-fu-e-yñ-mew
3057;nentuam;nentu-a-m
3058;nehualwe;nehualwe
3059;nien;nie-n
3060;femngekelafuy;fem-nge-ke-la-fu-y
3061;dunguafun;dungu-a-fu-n
3062;omar;omar
3063;mapudungukefuiñ;mapudungu-ke-fu-iñ
3064;niekeenew;nie-ke-e-n-ew
3065;niekelafiiñ;nie-ke-la-fi-iñ
3066;profesorngelu;profesor-nge-lu
3067;pefin;pe-fi-n
3068;elufiy;elu-fi-y
3069;sakiñngefuy;sakiñ-nge-fu-y
3070;anukunungey;anu-kunu-nge-y
3071;küpawenolu;küpa-we-no-lu
3072;kümeafulu;küme-a-fu-lu
3073;pewelafiiñ;pe-we-la-fi-iñ
3074;trurnon;trur-no-n
3075;küdawlayaymün;küdaw-la-ya-ymün
3076;trawükefuy;trawü-ke-fu-y
3077;kellulaeymew;kellu-la-e-ym-ew
3078;moltronpafiy;moltron-pa-fi-y
3079;küdawliñ;küdaw-l-iñ
3080;ñamkonafuiñ;ñam-kon-a-fu-iñ
3081;ülkey;ü-l-ke-y
3082;ngillaymi;ngilla-ymi
3083;mütrümngekeeyew;mütrüm-nge-ke-e-y-ew
3084;weupimekefulu;weupi-meke-fu-lu
3085;nierkelafuy;nie-rke-la-fu-y
3086;pingekefel;pi-nge-ke-f-el
3087;kimelfengeymi;kimelfe-nge-ymi
3088;üñüm;üñüm
3089;piwkeleymi;piwke-le-ymi
3090;wemuntungey;wemun-tu-nge-y
3091;droga;droga
3092;kofre;kofre
3093;ayiwkelaiñ;ayi-w-ke-la-iñ
3094;trapitukeymi;trapi-tu-ke-ymi
3095;amukey;amu-ke-y
3096;kimelngekefuy;kimel-nge-ke-fu-y
3097;rakiduamle;rakiduam-l-e
3098;kuyfike;kuyfi-ke
3099;allkükefuiñ;allkü-ke-fu-iñ
3100;mütrümeyu;mütrüm-e-yu
3101;tripaley;tripa-le-y
3102;rupayawi;rupa-yaw-i
3103;cojines;cojines
3104;eleleyñmew;el-el-e-yñ-mew
3105;weshakelu;weshakelu
3106;purapulu;pura-pu-lu
3107;lokoleyngün;loko-le-y-ngün
3108;chomba;chomba
3109;karülekey;karü-le-ke-y
3110;chillka;chillka
3111;wiñotun;wiño-tu-n
3112;amuyngün;amu-y-ngün
3113;mülelu;müle-lu
3114;kañ;kañ
3115;iglesia;iglesia
3116;apopelay;apo-pe-la-y
3117;kimelkefueyñmew;kimel-ke-fu-e-yñ-mew
