;palabra;segmentacion
21113;ñi;['ñi']
21114;longko;['longko']
21115;pichi;['pichi']
21116;ülkantun;['ülkantu','-n']
21117;tüfa;['tüfa']
21118;iñche;['iñche']
21119;ñi;['ñi']
21120;pewma;['pewma']
21121;mew;['mew']
21122;feypipaenew;['fey','-pi','-pa','-e','-n','-ew']
21123;dew;['dew']
21124;wingkawimün;['wingka','-w','-imün']
21125;dew;['dew']
21126;wingkawimün;['wingka','-w','-imün']
21127;am;['am']
21128;pipaenew;['pi','-pa','-e','-n','-ew']
21129;pienew;['pi','-e','-n','-ew']
21130;chi;['chi']
21131;longko;['longko']
21132;piy;['pi','-y']
21133;ta;['ta']
21134;ñi;['ñi']
21135;ülkantun;['ülkantu','-n']
21136;tüfa;['tüfa']
21137;feymew;['feymew']
21138;feyngey;['fey','-nge','-y']
21139;ta;['ta']
21140;ti;['ti']
21141;fantepumew;['fantepumew']
21142;epu;['epu']
21143;rume;['rume']
21144;rakiduam;['rakiduam']
21145;niey;['nie','-y']
21146;taiñ;['ta','-iñ']
21147;mapuchengen;['mapuche','-nge','-n']
21148;epu;['epu']
21149;rume;['rume']
21150;rakiduam;['rakiduam']
21151;nieiñ;['nie','-iñ']
21152;wingka;['wingka']
21153;rakiduam;['rakiduam']
21154;ka;['ka']
21155;nieiñ;['nie','-iñ']
21156;mapuche;['mapuche']
21157;rakiduam;['rakiduam']
21158;dew;['dew']
21159;wewngey;['wew','-nge','-y']
21160;reke;['reke']
21161;ta;['ta']
21162;ñi;['ñi']
21163;rakiduam;['rakiduam']
21164;mew;['mew']
21165;dew;['dew']
21166;wewngey;['wew','-nge','-y']
21167;reke;['reke']
21168;taiñ;['ta','-iñ']
21169;mapuchengen;['mapuche','-nge','-n']
21170;iñchiñ;['iñchiñ']
21171;feymew;['feymew']
21172;ta;['ta']
21173;rulpalaiñ;['rulpa','-la','-iñ']
21174;ta;['ta']
21175;müte;['müte']
21176;taiñ;['ta','-iñ']
21177;mapudungun;['mapudungun']
21178;entuael;['entu','-a','-el']
21179;nütram;['nütram']
21180;mew;['mew']
21181;ülkantun;['ülkantu','-n']
21182;mew;['mew']
21183;wingkawi;['wingka','-w','-i']
21184;ta;['ta']
21185;ñi;['ñi']
21186;rakiduam;['rakiduam']
21187;reke;['reke']
21188;feymew;['feymew']
21189;feypipay;['fey','-pi','-pa','-y']
21190;chi;['chi']
21191;longko;['longko']
21192;füchache;['fücha','-che']
21193;pewma;['pewma']
21194;mew;['mew']
21195;dew;['dew']
21196;wingkawimün;['wingka','-w','-imün']
21197;re;['re']
21198;wingkadungun;['wingkadungu','-n']
21199;allkutun;['allkutu','-n']
21200;tami;['ta','-mi']
21201;wün;['wün']
21202;mew;['mew']
21203;tami;['ta','-mi']
21204;rakiduam;['rakiduam']
21205;mew;['mew']
21206;piley;['pi','-le','-y']
21207;ta;['ta']
21208;füchake;['fücha','-ke']
21209;che;['che']
21210;femngechi;['femngechi']
21211;rakiduam;['rakiduam']
21212;müleiñ;['müle','-iñ']
21213;feyngey;['fey','-nge','-y']
21214;ta;['ta']
21215;tüfey;['tüfey']
21216;feymew;['feymew']
21217;pienew;['pi','-e','-n','-ew']
21218;illkütupaenew;['illkü','-tu','-pa','-e','-n','-ew']
21219;feypifinge;['fey','-pi','-fi','-nge']
21220;tüfachi;['tüfa','-chi']
21221;wecheke;['weche','-ke']
21222;che;['che']
21223;feypinge;['fey','-pi','-nge']
21224;tüfachi;['tüfa','-chi']
21225;pu;['pu']
21226;mapuche;['mapuche']
21227;mülelu;['müle','-lu']
21228;tüfachi;['tüfa','-chi']
21229;mapu;['mapu']
21230;mew;['mew']
21231;pifinge;['pi','-fi','-nge']
21232;pikeenew;['pi','-ke','-e','-n','-ew']
21233;reke;['reke']
21234;tüfachi;['tüfa','-chi']
21235;ülkantun;['ülkantu','-n']
21236;mew;['mew']
21237;feymew;['feymew']
21238;wirin;['wiri','-n']
21239;tukun;['tuku','-n']
21240;tüfa;['tüfa']
21241;ñi;['ñi']
21242;pewma;['pewma']
21243;tüfachi;['tüfa','-chi']
21244;chillka;['chillka']
21245;mew;['mew']
21246;ülkantun;['ülkantu','-n']
21247;mew;['mew']
21248;entufiñ;['entu','-fi','-ñ']
21249;feymew;['feymew']
21250;tüfa;['tüfa']
21251;kiñe;['kiñe']
21252;pichi;['pichi']
21253;ülkantun;['ülkantu','-n']
21254;entuan;['entu','-a','-n']
21255;chem;['chem']
21256;pipan;['pi','-pa','-n']
21257;tüfachi;['tüfa','-chi']
21258;küme;['küme']
21259;allkütuaymün;['allkü','-tu','-a','-ymün']
21260;mapuchengelimün;['mapuche','-nge','-li','-mün']
21261;eymün;['eymün']
21262;pu;['pu']
21263;wenüy;['wenüy']
21264;pu;['pu']
21265;peñi;['peñi']
21266;pu;['pu']
21267;lamngen;['lamngen']
21268;pewmangen;['pewmangen']
21269;wiñorakiduamtuaymün;['wiño','-rakiduam','-tu','-a','-ymün']
21270;tamün;['ta','-mün']
21271;mapuchengen;['mapuche','-nge','-n']
21272;pefilimün;['pe','-fi','-li','-mün']
21273;allküfilimün;['allkü','-fi','-li','-mün']
21274;tüfachi;['tüfa','-chi']
21275;ülkantun;['ülkantu','-n']
21276;feypiy;['fey','-pi','-y']
21277;kiñe;['kiñe']
21278;pewma;['pewma']
21279;nien;['nie','-n']
21280;kiñe;['kiñe']
21281;pewma;['pewma']
21282;nien;['nie','-n']
21283;ta;['ta']
21284;ñi;['ñi']
21285;piael;['pi','-a','-el']
21286;tüfa;['tüfa']
21287;iñche;['iñche']
21288;ñi;['ñi']
21289;pewma;['pewma']
21290;mew;['mew']
21291;iñche;['iñche']
21292;ñi;['ñi']
21293;pewma;['pewma']
21294;mew;['mew']
21295;akuy;['aku','-y']
21296;kiñe;['kiñe']
21297;longko;['longko']
21298;akuy;['aku','-y']
21299;kiñe;['kiñe']
21300;longko;['longko']
21301;akuy;['aku','-y']
21302;kiñe;['kiñe']
21303;longko;['longko']
21304;pellkeley;['pellke','-le','-y']
21305;ñi;['ñi']
21306;adkintun;['adkintu','-n']
21307;pellkeley;['pellke','-le','-y']
21308;ñi;['ñi']
21309;adkintun;['adkintu','-n']
21310;ta;['ta']
21311;ñi;['ñi']
21312;fücha;['fücha']
21313;laku;['laku']
21314;ta;['ta']
21315;ñi;['ñi']
21316;fücha;['fücha']
21317;laku;['laku']
21318;ta;['ta']
21319;ñi;['ñi']
21320;fücha;['fücha']
21321;laku;['laku']
21322;feypipaenew;['fey','-pi','-pa','-e','-n','-ew']
21323;may;['may']
21324;feypipaenew;['fey','-pi','-pa','-e','-n','-ew']
21325;may;['may']
21326;feymew;['feymew']
21327;ramtuenew;['ramtu','-e','-n','-ew']
21328;feymew;['feymew']
21329;ramtuenew;['ramtu','-e','-n','-ew']
21330;chew;['chew']
21331;am;['am']
21332;ta;['ta']
21333;müley;['müle','-y']
21334;ta;['ta']
21335;chi;['chi']
21336;pu;['pu']
21337;ülkantufe;['ülkantu','-fe']
21338;chew;['chew']
21339;am;['am']
21340;ta;['ta']
21341;müley;['müle','-y']
21342;ta;['ta']
21343;chi;['chi']
21344;pu;['pu']
21345;ülkantufe;['ülkantu','-fe']
21346;chew;['chew']
21347;am;['am']
21348;ta;['ta']
21349;müley;['müle','-y']
21350;ta;['ta']
21351;chi;['chi']
21352;pu;['pu']
21353;ülkantufe;['ülkantu','-fe']
21354;chew;['chew']
21355;am;['am']
21356;ta;['ta']
21357;müley;['müle','-y']
21358;ta;['ta']
21359;fütrake;['fütra','-ke']
21360;weupife;['weupi','-fe']
21361;pienew;['pi','-e','-n','-ew']
21362;chi;['chi']
21363;longko;['longko']
21364;iñche;['iñche']
21365;ñi;['ñi']
21366;pewma;['pewma']
21367;mew;['mew']
21368;dewma;['dewma']
21369;wingkawimün;['wingka','-w','-imün']
21370;dewma;['dewma']
21371;wingkawimün;['wingka','-w','-imün']
21372;dewma;['dewma']
21373;wingkawimün;['wingka','-w','-imün']
21374;pienew;['pi','-e','-n','-ew']
21375;pienew;['pi','-e','-n','-ew']
21376;pienew;['pi','-e','-n','-ew']
21377;pienew;['pi','-e','-n','-ew']
21378;ta;['ta']
21379;laku;['laku']
21380;anay;['anay']
21381;iñche;['iñche']
21382;ñi;['ñi']
21383;pewma;['pewma']
21384;mew;['mew']
21385;feypiy;['fey','-pi','-y']
21386;tachi;['ta','-chi']
21387;ülkantun;['ülkantu','-n']
21388;peñi;['peñi']
21389;müna;['müna']
21390;kümey;['küme','-y']
21391;tami;['ta','-mi']
21392;entu-n;['entu','-n']
21393;ka;['ka']
21394;entulu;['entu','-lu']
21395;tüfachi;['tüfa','-chi']
21396;ülkantun;['ülkantu','-n']
21397;tami;['ta','-mi']
21398;clase;['clase']
21399;mew;['mew']
21400;chem;['chem']
21401;piy;['pi','-y']
21402;ta;['ta']
21403;chillkatu-fe;['chillkatu','-fe']
21404;allkütulu;['allkü','-tu','-lu']
21405;tüfachi;['tüfa','-chi']
21406;ülkantun;['ülkantu','-n']
21407;kiñeke;['kiñe','-ke']
21408;che;['che']
21409;petu;['petu']
21410;kimlay;['kim','-la','-y']
21411;chem;['chem']
21412;ñi;['ñi']
21413;feypin;['fey','-pi','-n']
21414;tüfa;['tüfa']
21415;kiñeke;['kiñe','-ke']
21416;pu;['pu']
21417;peñi;['peñi']
21418;kimnielu;['kim','-nie','-lu']
21419;pichi;['pichi']
21420;ülkantun;['ülkantu','-n']
21421;mapudungun;['mapudungun']
21422;fey;['fey']
21423;ta;['ta']
21424;rulpay;['rulpa','-y']
21425;kiñeke;['kiñe','-ke']
21426;welu;['welu']
21427;petu;['petu']
21428;piluley;['pilu','-le','-y']
21429;ta;['ta']
21430;wecheke;['weche','-ke']
21431;che;['che']
21432;petu;['petu']
21433;piluley;['pilu','-le','-y']
21434;ta;['ta']
21435;kiñeke;['kiñe','-ke']
21436;che;['che']
21437;kimnolu;['kim','-no','-lu']
21438;am;['am']
21439;mapudungun;['mapudungun']
21440;kimlay;['kim','-la','-y']
21441;ta;['ta']
21442;chem;['chem']
21443;pin;['pi','-n']
21444;tüfachi;['tüfa','-chi']
21445;ülkantun;['ülkantu','-n']
21446;welu;['welu']
21447;iñche;['iñche']
21448;ta;['ta']
21449;ñi;['ñi']
21450;rakiduam;['rakiduam']
21451;mew;['mew']
21452;feypilen;['fey','-pi','-le','-n']
21453;kiñe;['kiñe']
21454;antü;['antü']
21455;kom;['kom']
21456;pu;['pu']
21457;wecheke;['weche','-ke']
21458;che;['che']
21459;kimay;['kim','-a','-y']
21460;chem;['chem']
21461;pin;['pi','-n']
21462;tüfachi;['tüfa','-chi']
21463;ülkantun;['ülkantu','-n']
21464;wiñodungutule;['wiño','-dungu','-tu','-l'e']
21465;taiñ;['ta','-iñ']
21466;dungu;['dungu']
21467;engün;['engün']
21468;wiñorakiduamtule;['wiño','-rakiduam','-tu','-l'e']
21469;engün;['engün']
21470;fey;['fey']
21471;ta;['ta']
21472;kimay;['kim','-a','-y']
21473;tüfa;['tüfa']
21474;ta;['ta']
21475;chem;['chem']
21476;pin;['pi','-n']
21477;tüfachi;['tüfa','-chi']
21478;ülkantun;['ülkantu','-n']
21479;feyngerkey;['fey','-nge','-rke','-y']
21480;ñi;['ñi']
21481;feypin;['fey','-pi','-n']
21482;tüfachi;['tüfa','-chi']
21483;ülkantun;['ülkantu','-n']
21484;piayngün;['pi','-a','-y','-ngün']
21485;feyngerkey;['fey','-nge','-rke','-y']
21486;ñi;['ñi']
21487;feypin;['fey','-pi','-n']
21488;feyngerkey;['fey','-nge','-rke','-y']
21489;ta;['ta']
21490;ñi;['ñi']
21491;füchake;['fücha','-ke']
21492;che;['che']
21493;yem;['yem']
21494;ta;['ta']
21495;ñi;['ñi']
21496;füchake;['fücha','-ke']
21497;laku;['laku']
21498;yem;['yem']
21499;füchake;['fücha','-ke']
21500;weychafe;['weycha','-fe']
21501;yem;['yem']
21502;kewalu;['kewa','-lu']
21503;tüfachi;['tüfa','-chi']
21504;mapu;['mapu']
21505;mew;['mew']
21506;ful;['ful']
21507;fulküley;['ful','-küle','-y']
21508;ñi;['ñi']
21509;mollfün;['mollfün']
21510;engün;['engün']
21511;ñi;['ñi']
21512;ingkayael;['ingka','-ya','-el']
21513;mapu;['mapu']
21514;feymew;['feymew']
21515;feyngey;['fey','-nge','-y']
21516;ta;['ta']
21517;ñi;['ñi']
21518;iñche;['iñche']
21519;ta;['ta']
21520;ñi;['ñi']
21521;nguyun;['nguyu','-n']
21522;ta;['ta']
21523;ñi;['ñi']
21524;dungun;['dungu','-n']
21525;ta;['ta']
21526;ñi;['ñi']
21527;mapuchengen;['mapuche','-nge','-n']
21528;piay;['pi','-a','-y']
21529;kimle;['kim','-l'e']
21530;tüfachi;['tüfa','-chi']
21531;ülkantun;['ülkantu','-n']
21532;ngülaleay;['ngüla','-le','-a','-y']
21533;pilun;['pilun']
21534;engün;['engün']
21535;mapuche;['mapuche']
21536;pilun;['pilun']
21537;feymew;['feymew']
21538;peñi;['peñi']
21539;wula;['wula']
21540;ruf;['ruf']
21541;pirkey;['pi','-rke','-y']
21542;tüfachi;['tüfa','-chi']
21543;füchache;['fücha','-che']
21544;entulu;['entu','-lu']
21545;tüfachi;['tüfa','-chi']
21546;ülkantun;['ülkantu','-n']
21547;piayngün;['pi','-a','-y','-ngün']
21548;ta;['ta']
21549;ti;['ti']
21550;ka;['ka']
21551;entulu;['entu','-lu']
21552;eymi;['eymi']
21553;tüfachi;['tüfa','-chi']
21554;ülkantun;['ülkantu','-n']
21555;chem;['chem']
21556;piy;['pi','-y']
21557;tami;['ta','-mi']
21558;piwke;['piwke']
21559;chem;['chem']
21560;piy;['pi','-y']
21561;tami;['ta','-mi']
21562;rakiduam;['rakiduam']
21563;feypiy;['fey','-pi','-y']
21564;ta;['ta']
21565;ñi;['ñi']
21566;rakiduam;['rakiduam']
21567;dew;['dew']
21568;entun;['entu','-n']
21569;ta;['ta']
21570;ñi;['ñi']
21571;feypin;['fey','-pi','-n']
21572;feypipen;['fey','-pi','-pe','-n']
21573;weupin;['weupi','-n']
21574;reke;['reke']
21575;ta;['ta']
21576;ñi;['ñi']
21577;dungun;['dungu','-n']
21578;tüfa;['tüfa']
21579;küme;['küme']
21580;allkütulimi;['allkü','-tu','-l','-imi']
21581;tüfachi;['tüfa','-chi']
21582;pichi;['pichi']
21583;pakarwa;['pakarwa']
21584;fey;['fey']
21585;wula;['wula']
21586;kimaymi;['kim','-a','-ymi']
21587;chem;['chem']
21588;pin;['pi','-n']
21589;tüfachi;['tüfa','-chi']
21590;ülkantun;['ülkantu','-n']
21591;ta;['ta']
21592;ti;['ti']
21593;peñi;['peñi']
21594;dew;['dew']
21595;feypin;['fey','-pi','-n']
21596;dew;['dew']
21597;feypin;['fey','-pi','-n']
21598;witran;['witran']
21599;purayael;['pura','-ya','-el']
21600;taiñ;['ta','-iñ']
21601;dungun;['dungu','-n']
21602;wiñorakiduamtuael;['wiño','-rakiduam','-tu','-a','-el']
21603;ta;['ta']
21604;wecheke;['weche','-ke']
21605;che;['che']
21606;wiñorakiduamtuael;['wiño','-rakiduam','-tu','-a','-el']
21607;che;['che']
21608;mapuche;['mapuche']
21609;ngelu;['nge','-lu']
21610;tüfamew;['tüfa','-mew']
21611;chi;['chi']
21612;mapu;['mapu']
21613;mew;['mew']
21614;ta;['ta']
21615;ñi;['ñi']
21616;wiñorakiduamtuael;['wiño','-rakiduam','-tu','-a','-el']
21617;feymew;['feymew']
21618;entufiñ;['entu','-fi','-ñ']
21619;tüfachi;['tüfa','-chi']
21620;ülkantun;['ülkantu','-n']
21621;fey;['fey']
21622;müten;['müten']
21623;cosa;['cosa']
21624;mari;['mari']
21625;mari;['mari']
21626;peñi;['peñi']
21627;mari;['mari']
21628;mari;['mari']
21629;peñi;['peñi']
21630;chumleymi;['chum','-le','-ymi']
21631;kümelen;['küme','-le','-n']
21632;eymi;['eymi']
21633;kay;['kay']
21634;kümelen;['küme','-le','-n']
21635;ka;['ka']
21636;chumngechi;['chumngechi']
21637;akuymi;['aku','-ymi']
21638;fachiantü;['fachiantü']
21639;tañi;['ta','-ñi']
21640;ruka;['ruka']
21641;mew;['mew']
21642;mikro;['mikro']
21643;mew;['mew']
21644;metro;['metro']
21645;ka;['ka']
21646;mikro;['mikro']
21647;mew;['mew']
21648;mikro;['micro']
21649;mew;['mew']
21650;ka;['ka']
21651;metro;['metro']
21652;mew;['mew']
21653;kamapuley;['kamapu','-le','-y']
21654;tami;['ta','-mi']
21655;ruka;['ruka']
21656;may;['may']
21657;fütra;['fütra']
21658;kamapu;['kamapu']
21659;Chew;['chew']
21660;müley;['müle','-y']
21661;tami;['ta','-mi']
21662;ruka;['ruka']
21663;Iñche;['iñche']
21664;faw;['faw']
21665;San;['San']
21666;Bernardo;['Bernardo']
21667;San;['San']
21668;Bernardo;['Bernardo']
21669;pingey;['pi','-nge','-y']
21670;ta;['ta']
21671;ti;['ti']
21672;lof;['lof']
21673;lof;['lof']
21674;ta;['ta']
21675;ti;['ti']
21676;wingka;['wingka']
21677;lof;['lof']
21678;müley;['müle','-y']
21679;ta;['ta']
21680;we;['we']
21681;akulu;['aku','-lu']
21682;faw;['faw']
21683;iñche;['iñche']
21684;we;['we']
21685;akulu;['aku','-lu']
21686;faw;['faw']
21687;iñche;['iñche']
21688;müte;['müte']
21689;ngekelafuy;['nge','-ke','-la','-fu','-y']
21690;ngekelafuy;['nge','-ke','-la','-fu','-y']
21691;fütrake;['fütra','-ke']
21692;supermercado;['supermercado']
21693;chew;['chew']
21694;ñi;['ñi']
21695;fenden;['fende','-n']
21696;pañilwe;['pañilwe']
21697;fillke;['fill','-ke']
21698;herramienta;['herramienta']
21699;feymew;['feymew']
21700;nagpaymi;['nag','-pa','-ymi']
21701;peymi;['pe','-ymi']
21702;feychi;['fey','-chi']
21703;fütra;['fütra']
21704;ferreteria;['ferreteria']
21705;Imperial;['Imperial']
21706;pingelu;['pi','-nge','-lu']
21707;ngekelafuy;['nge','-ke','-la','-fu','-y']
21708;kuyfi;['kuyfi']
21709;fey;['fey']
21710;ta;['ta']
21711;ka;['ka']
21712;ngekelafuy;['nge','-ke','-la','-fu','-y']
21713;supermercado;['supermercado']
21714;welu;['welu']
21715;tüfa;['tüfa']
21716;doy;['doy']
21717;mületuy;['müle','-tu','-y']
21718;fillke;['fill','-ke']
21719;fütrake;['fütra','-ke']
21720;supermercado;['supermercado']
21721;fütra;['fütra']
21722;ngillapañilwe;['ngillapañilwe']
21723;ka;['ka']
21724;doy;['doy']
21725;kümelkaletuy;['küme','-l','-ka','-le','-tu','-y']
21726;ta;['ta']
21727;ti;['ti']
21728;doy;['doy']
21729;inafulkületuy;['inaful','-küle','-tu','-y']
21730;tañi;['ta','-ñi']
21731;ruka;['ruka']
21732;mew;['mew']
21733;ka;['ka']
21734;chumüll;['chumüll']
21735;akuymi;['aku','-ymi']
21736;tüfachi;['tüfa','-chi']
21737;ruka;['ruka']
21738;mew;['mew']
21739;iñche;['iñche']
21740;akun;['aku','-n']
21741;epu;['epu']
21742;mari;['mari']
21743;tripantü;['tripantü']
21744;dewma;['dewma']
21745;epu;['epu']
21746;mari;['mari']
21747;tripantü;['tripantü']
21748;dewma;['dewma']
21749;mülepan;['müle','-pa','-n']
21750;tüfachi;['tüfa','-chi']
21751;lof;['lof']
21752;mew;['mew']
21753;welu;['welu']
21754;wüne;['wüne']
21755;akun;['aku','-n']
21756;kañpüle;['kañ','-püle']
21757;wüne;['wüne']
21758;akun;['aku','-n']
21759;kañ;['kañ']
21760;püle;['püle']
21761;iñche;['iñche']
21762;tañi;['ta','-ñi']
21763;lof;['lof']
21764;mew;['mew']
21765;Temuco;['Temuco']
21766;püle;['püle']
21767;Kurako;['Kurako']
21768;Ranquil;['Ranquil']
21769;mew;['mew']
21770;ngekelafuy;['nge','-ke','-la','-fu','-y']
21771;tüfachi;['tüfa','-chi']
21772;dungu;['dungu']
21773;ka;['ka']
21774;mongen;['mongen']
21775;müley;['müle','-y']
21776;tüfachi;['tüfa','-chi']
21777;waria;['waria']
21778;mew;['mew']
21779;akulu;['aku','-lu']
21780;iñchiw;['iñchiw']
21781;tañi;['ta','-ñi']
21782;kure;['kure']
21783;iñchiw;['iñchiw']
21784;tüfachi;['tüfa','-chi']
21785;waria;['waria']
21786;mew;['mew']
21787;mülekefuyu;['müle','-ke','-fu','-yu']
21788;kiñe;['kiñe']
21789;inal;['inal']
21790;wichulko;['wichulko']
21791;feymew;['feymew']
21792;dewmayu;['dewma','-yu']
21793;kiñe;['kiñe']
21794;pichi;['pichi']
21795;ruka;['ruka']
21796;feymew;['feymew']
21797;küdawkefun;['küdaw','-ke','-fu','-n']
21798;chew;['chew']
21799;ñi;['ñi']
21800;dewmangeken;['dewma','-nge','-ke','-n']
21801;ruka;['ruka']
21802;pütrün;['pütrün']
21803;ruka;['ruka']
21804;fey;['fey']
21805;kuydaniepakefun;['kuyda','-nie','-pa','-ke','-fu','-n']
21806;iñche;['iñche']
21807;femngechi;['femngechi']
21808;akuyu;['aku','-yu']
21809;tañi;['ta','-ñi']
21810;domo;['domo']
21811;iñchiw;['iñchiw']
21812;tañi;['ta','-ñi']
21813;pu;['pu']
21814;fotüm;['fotüm']
21815;tañi;['ta','-ñi']
21816;yall;['yall']
21817;iñchiñ;['iñchiñ']
21818;tañi;['ta','-ñi']
21819;fotüm;['fotüm']
21820;iñchiñ;['iñchiñ']
21821;femngechi;['femngechi']
21822;fey;['fey']
21823;despues;['despues']
21824;feychi;['fey','-chi']
21825;gobierno;['gobierno']
21826;mew;['mew']
21827;tukun;['tuku','-n']
21828;pichi;['pichi']
21829;plata;['plata']
21830;banco;['banco']
21831;mew;['mew']
21832;fey;['fey']
21833;tripay;['tripa','-y']
21834;tañi;['ta','-ñi']
21835;ruka;['ruka']
21836;tüfa;['tüfa']
21837;elungen;['elu','-nge','-n']
21838;tüfachi;['tüfa','-chi']
21839;pichi;['pichi']
21840;ruka;['ruka']
21841;subsidio;['subsidio']
21842;pingelu;['pi','-nge','-lu']
21843;feymew;['feymew']
21844;elungen;['elu','-nge','-n']
21845;tüfachi;['tüfa','-chi']
21846;ruka;['ruka']
21847;feymew;['feymew']
21848;alün;['alün']
21849;tripantu;['tripa','-ntu']
21850;mülepaiñ;['müle','-pa','-iñ']
21851;tüfa;['tüfa']
21852;mew;['mew']
21853;ta;['ta']
21854;tüfey;['tüfey']
21855;ka;['ka']
21856;welu;['welu']
21857;tüfachi;['tüfa','-chi']
21858;mongen;['mongen']
21859;Santiago;['santiago']
21860;waria;['waria']
21861;mew;['mew']
21862;ka;['ka']
21863;mongen;['mongen']
21864;müley;['müle','-y']
21865;peñi;['peñi']
21866;ka;['ka']
21867;mongen;['mongen']
21868;uyew;['uyew']
21869;chaliwkey;['chali','-w','-ke','-y']
21870;che;['che']
21871;liwen;['liwen']
21872;pewlu;['pe','-w','-lu']
21873;che;['che']
21874;chaliwkey;['chali','-w','-ke','-y']
21875;mari;['mari']
21876;mari;['mari']
21877;piwkey;['pi','-w','-ke','-y']
21878;pentukukey;['pentuku','-ke','-y']
21879;fey;['fey']
21880;ta;['ta']
21881;müta;['müta']
21882;femlay;['fem','-la','-y']
21883;uyew;['uyew']
21884;müley;['müle','-y']
21885;pu;['pu']
21886;familia;['familia']
21887;müten;['müten']
21888;karukatu;['karukatu']
21889;niey;['nie','-y']
21890;fey;['fey']
21891;tüfa;['tüfa']
21892;mew;['mew']
21893;ta;['ta']
21894;femlay;['fem','-la','-y']
21895;kimlafimi;['kim','-la','-fi','-mi']
21896;tami;['ta','-mi']
21897;pu;['pu']
21898;che;['che']
21899;mülelu;['müle','-lu']
21900;tüfa;['tüfa']
21901;karukatunieel;['karukatu','-nie','-el']
21902;kimnielafimi;['kim','-nie','-la','-fi','-mi']
21903;kiñeke;['kiñe','-ke']
21904;kümeke;['küme','-ke']
21905;chengey;['che','-nge','-y']
21906;kangelu;['ka','-nge','-lu']
21907;wedake;['weda','-ke']
21908;chengey;['che','-nge','-y']
21909;ka;['ka']
21910;fey;['fey']
21911;welu;['welu']
21912;chumngeafuy;['chum','-nge','-a','-fu','-y']
21913;ka;['ka']
21914;feley;['fele','-y']
21915;tañi;['ta','-ñi']
21916;mongen;['mongen']
21917;iñchiñ;['iñchiñ']
21918;taiñ;['ta','-iñ']
21919;mapuchengen;['mapuche','-nge','-n']
21920;nieiñ;['nie','-iñ']
21921;kiñe;['kiñe']
21922;piam;['piam']
21923;kiñe;['kiñe']
21924;historia;['historia']
21925;piy;['pi','-y']
21926;ta;['ta']
21927;wingka;['wingka']
21928;dungu;['dungu']
21929;iñchiñ;['iñchiñ']
21930;arribatulepaiñ;['arriba','-tu','-le','-pa','-iñ']
21931;tüfachi;['tüfa','-chi']
21932;waria;['waria']
21933;mew;['mew']
21934;mülepatuiñ;['müle','-pa','-tu','-iñ']
21935;tüfa;['tüfa']
21936;mew;['mew']
21937;kiñe;['kiñe']
21938;piti;['piti']
21939;mapu;['mapu']
21940;mew;['mew']
21941;kiñe;['kiñe']
21942;pichi;['pichi']
21943;ruka;['ruka']
21944;mew;['mew']
21945;kontawküley;['kontaw','-küle','-y']
21946;tüfachi;['tüfa','-chi']
21947;ruka;['ruka']
21948;uyew;['uyew']
21949;ta;['ta']
21950;ngelafuy;['nge','-la','-fu','-y']
21951;ta;['ta']
21952;feychi;['fey','-chi']
21953;mongen;['mongen']
21954;uyew;['uyew']
21955;iñche;['iñche']
21956;tañi;['ta','-ñi']
21957;lof;['lof']
21958;mew;['mew']
21959;chew;['chew']
21960;tañi;['ta','-ñi']
21961;tremün;['trem','-ün']
21962;iñche;['iñche']
21963;ngelafuy;['nge','-la','-fu','-y']
21964;feychi;['fey','-chi']
21965;mongen;['mongen']
21966;welu;['welu']
21967;tüfamew;['tüfa','-mew']
21968;ta;['ta']
21969;we;['we']
21970;akulu;['aku','-lu']
21971;iñche;['iñche']
21972;tüfamew;['tüfa','-mew']
21973;kümelkalekefuy;['küme','-l','-ka','-le','-ke','-fu','-y']
21974;wecheke;['weche','-ke']
21975;che;['che']
21976;küme;['küme']
21977;yawkefuiñ;['yaw','-ke','-fu','-iñ']
21978;welu;['welu']
21979;tüfa;['tüfa']
21980;mew;['mew']
21981;llikayawiñ;['llika','-yaw','-iñ']
21982;trekayawün;['treka','-yaw','-ün']
21983;wekun;['wekun']
21984;müte;['müte']
21985;tripakelaiñ;['tripa','-ke','-la','-iñ']
21986;müley;['müle','-y']
21987;tralkatuwün;['tralkatu','-w','-ün']
21988;fendengekey;['fende','-nge','-ke','-y']
21989;feychi;['fey','-chi']
21990;droga;['droga']
21991;pingelu;['pi','-nge','-lu']
21992;wecheke;['weche','-ke']
21993;che;['che']
21994;küme;['küme']
21995;yawlay;['yaw','-la','-y']
21996;feymew;['feymew']
21997;nienolu;['nie','-no','-lu']
21998;kulliñ;['kulliñ']
21999;engün;['engün']
22000;muntukafiy;['muntu','-ka','-fi','-y']
22001;che;['che']
22002;muntukafi;['muntu','-ka','-fi']
22003;che;['che']
22004;muntuñmangey;['muntu','-ñma','-nge','-y']
22005;yenieel;['ye','-nie','-el']
22006;yenielu;['ye','-nie','-lu']
22007;mütrümwe;['mütrüm','-we']
22008;yenielu;['ye','-nie','-lu']
22009;pichiñ;['pichiñ']
22010;kulliñ;['kulliñ']
22011;pichiñ;['pichiñ']
22012;plata;['plata']
22013;fonciku;['fonciku']
22014;mew;['mew']
22015;ka;['ka']
22016;kewangekey;['kewa','-nge','-ke','-y']
22017;kiñeke;['kiñe','-ke']
22018;langümngekey;['langüm','-nge','-ke','-y']
22019;ka;['ka']
22020;feychi;['fey','-chi']
22021;weda;['weda']
22022;mongen;['mongen']
22023;müten;['müten']
